OBJECTID,OBJECTID_1,Area_acres,Slope,AREA,PERCENTAGE
1,1,189.112545769000008,0.000000000000000,0.002083618942003,0.001101787791776
2,1,189.112545769000008,1.012000000000000,0.004713407707877,0.002492382347614
3,1,189.112545769000008,1.432000000000000,0.016668136889560,0.008813871560851
4,1,189.112545769000008,2.263000000000000,0.059283833306964,0.031348440192482
5,1,189.112545769000008,2.862000000000000,0.060438941798098,0.031959244984112
6,1,189.112545769000008,3.199000000000000,0.029257857072966,0.015471134902208
7,1,189.112545769000008,3.646000000000000,0.123552690726966,0.065332889589303
8,1,189.112545769000008,4.044000000000000,0.017355280958760,0.009177223482536
9,1,189.112545769000008,4.168000000000000,0.058628837226276,0.031002087665724
10,1,189.112545769000008,4.289000000000000,0.074131614442739,0.039199733757050
11,1,189.112545769000008,4.520000000000000,0.024710538147004,0.013066577918712
12,1,189.112545769000008,5.051000000000000,0.260653613264847,0.137829889711728
13,1,189.112545769000008,5.150000000000000,0.224255768001838,0.118583231529984
14,1,189.112545769000008,5.438000000000000,0.145775075961425,0.077083767958615
15,1,189.112545769000008,5.710000000000000,0.162431754368047,0.085891580438144
16,1,189.112545769000008,5.885000000000000,0.140526428376065,0.074308358445719
17,1,189.112545769000008,6.054000000000000,0.075039660415755,0.039679895435019
18,1,189.112545769000008,6.137000000000000,0.277924096854560,0.146962273562551
19,1,189.112545769000008,6.379000000000000,0.426968156031640,0.225774632928127
20,1,189.112545769000008,6.457000000000000,0.197920680119210,0.104657615027123
21,1,189.112545769000008,6.762000000000000,0.098225274716608,0.051940115510074
22,1,189.112545769000008,7.054000000000000,0.242949892796684,0.128468416417533
23,1,189.112545769000008,7.125000000000000,0.135318745440840,0.071554610451878
24,1,189.112545769000008,7.264000000000000,0.050029564014134,0.026454915410620
25,1,189.112545769000008,7.333000000000000,0.265363989458188,0.140320669037965
26,1,189.112545769000008,7.667000000000000,0.166220444155221,0.087894985221133
27,1,189.112545769000008,7.860000000000000,0.234461707731479,0.123979985980158
28,1,189.112545769000008,8.048999999999999,0.342542448188447,0.181131530324987
29,1,189.112545769000008,8.111000000000001,0.535840003214073,0.283344503155169
30,1,189.112545769000008,8.292999999999999,0.033448790117358,0.017687240146492
31,1,189.112545769000008,8.529999999999999,0.238591011499306,0.126163502547517
32,1,189.112545769000008,8.587999999999999,0.150836907252447,0.079760391696311
33,1,189.112545769000008,8.646000000000001,0.220547120241075,0.116622151821773
34,1,189.112545769000008,8.984000000000000,0.319192928538614,0.168784639453812
35,1,189.112545769000008,9.039000000000000,0.049421076289981,0.026133155835295
36,1,189.112545769000008,9.093999999999999,0.293090840782237,0.154982230073622
37,1,189.112545769000008,9.256000000000000,0.307537790448943,0.162621569710206
38,1,189.112545769000008,9.468000000000000,0.222394843319873,0.117599201266738
39,1,189.112545769000008,9.520000000000000,0.237168547736186,0.125411324125227
40,1,189.112545769000008,9.875999999999999,0.294988280720572,0.155985569080358
41,1,189.112545769000008,9.926000000000000,0.193964617041807,0.102565705650455
42,1,189.112545769000008,10.023999999999999,0.206803209404544,0.109354569028351
43,1,189.112545769000008,10.073000000000000,0.420079148486414,0.222131824611417
44,1,189.112545769000008,10.218999999999999,0.614311263384211,0.324838979288907
45,1,189.112545769000008,10.315000000000000,0.298815732818480,0.158009470816934
46,1,189.112545769000008,10.456000000000000,0.409961798332450,0.216781915057396
47,1,189.112545769000008,10.641999999999999,0.347510922250172,0.183758788099723
48,1,189.112545769000008,10.779000000000000,0.180448834890886,0.095418754031809
49,1,189.112545769000008,10.824999999999999,0.211138975747031,0.111647260041974
50,1,189.112545769000008,11.004000000000000,0.219239949438191,0.115930938662135
51,1,189.112545769000008,11.048000000000000,0.530235830774934,0.280381097202200
52,1,189.112545769000008,11.179000000000000,0.801980067210981,0.424075549270743
53,1,189.112545769000008,11.308999999999999,0.223101165971898,0.117972694547763
54,1,189.112545769000008,11.395000000000000,0.861857911365582,0.455738093874025
55,1,189.112545769000008,11.648000000000000,0.638138772432524,0.337438624093742
56,1,189.112545769000008,11.690000000000000,0.404031634146773,0.213646129347593
57,1,189.112545769000008,11.976000000000001,0.420079148501085,0.222131824619175
58,1,189.112545769000008,12.016999999999999,0.835838422681185,0.441979361697609
59,1,189.112545769000008,12.057000000000000,0.327445136772921,0.173148288729823
60,1,189.112545769000008,12.137000000000000,0.218887660346410,0.115744653246565
61,1,189.112545769000008,12.176000000000000,0.163077145644271,0.086232854082152
62,1,189.112545769000008,12.334000000000000,0.785290873408127,0.415250543116358
63,1,189.112545769000008,12.489000000000001,0.423460762079475,0.223919973345445
64,1,189.112545769000008,12.603999999999999,1.108429583909233,0.586121655440831
65,1,189.112545769000008,12.680000000000000,0.098842152569031,0.052266311664810
66,1,189.112545769000008,12.755000000000001,0.148263228874546,0.078399467508319
67,1,189.112545769000008,12.942000000000000,0.897184293689479,0.474418177831540
68,1,189.112545769000008,12.978999999999999,1.044332573218453,0.552228076128025
69,1,189.112545769000008,13.089000000000000,0.523660771866602,0.276904300418790
70,1,189.112545769000008,13.270000000000000,0.736382466711984,0.389388479604289
71,1,189.112545769000008,13.342000000000001,0.249519939707146,0.131942562928404
72,1,189.112545769000008,13.378000000000000,0.148263228896696,0.078399467520032
73,1,189.112545769000008,13.519000000000000,1.127694976522143,0.596308918551558
74,1,189.112545769000008,13.797000000000001,0.520958882234469,0.275475579959688
75,1,189.112545769000008,13.832000000000001,0.222394843308654,0.117599201260806
76,1,189.112545769000008,13.900000000000000,0.197684305182650,0.104532623353198
77,1,189.112545769000008,13.933999999999999,0.709513385691769,0.375180495194310
78,1,189.112545769000008,14.036000000000000,1.556763903247169,0.823194408871425
79,1,189.112545769000008,14.103000000000000,0.180597115845811,0.095497162872599
80,1,189.112545769000008,14.202999999999999,0.860499831515528,0.455019960740906
81,1,189.112545769000008,14.302000000000000,0.711250555936060,0.376099085887077
82,1,189.112545769000008,14.433999999999999,0.123552690710282,0.065332889580480
83,1,189.112545769000008,14.628000000000000,0.247105381472631,0.130665779188493
84,1,189.112545769000008,14.724000000000000,0.931140972752635,0.492373982363188
85,1,189.112545769000008,14.851000000000001,0.600599402479038,0.317588344039196
86,1,189.112545769000008,14.882000000000000,0.312457557169793,0.165223071742150
87,1,189.112545769000008,14.976000000000001,0.700157333805761,0.370233149237991
88,1,189.112545769000008,15.069000000000001,0.786960751151016,0.416133550500186
89,1,189.112545769000008,15.100000000000000,0.172968556860774,0.091463290368791
90,1,189.112545769000008,15.131000000000000,0.842894672084003,0.445710605108306
91,1,189.112545769000008,15.345000000000001,0.522228955098235,0.276147176261562
92,1,189.112545769000008,15.375999999999999,0.153186660144571,0.081002907301273
93,1,189.112545769000008,15.436000000000000,0.184597915619222,0.097612728372040
94,1,189.112545769000008,15.465999999999999,0.482314916792899,0.255041205664545
95,1,189.112545769000008,15.616000000000000,0.737538253801084,0.389999643228785
96,1,189.112545769000008,15.792999999999999,0.741316144407824,0.391997337560154
97,1,189.112545769000008,15.821999999999999,0.676399129250460,0.357670151654380
98,1,189.112545769000008,15.909000000000001,0.347532976388646,0.183770450011620
99,1,189.112545769000008,15.938000000000001,0.370658072164214,0.195998668759085
100,1,189.112545769000008,16.053999999999998,1.361648992567116,0.720020444454442
101,1,189.112545769000008,16.167999999999999,0.340249161772347,0.179918873382122
102,1,189.112545769000008,16.253000000000000,1.187642421390731,0.628008267013464
103,1,189.112545769000008,16.309999999999999,0.208830366138265,0.110426500414751
104,1,189.112545769000008,16.393999999999998,0.323513360198972,0.171069221707614
105,1,189.112545769000008,16.506000000000000,0.470272922061379,0.248673571681017
106,1,189.112545769000008,16.699000000000002,0.148263228865340,0.078399467503452
107,1,189.112545769000008,16.725999999999999,0.807277729135043,0.426876876862475
108,1,189.112545769000008,16.753000000000000,0.962507813246446,0.508960317429545
109,1,189.112545769000008,16.808000000000000,0.197684305180924,0.104532623352285
110,1,189.112545769000008,16.835000000000001,0.642473991785288,0.339731025867051
111,1,189.112545769000008,16.916000000000000,0.452844369492200,0.239457603222509
112,1,189.112545769000008,16.969999999999999,0.380252136401076,0.201071872230507
113,1,189.112545769000008,17.155999999999999,1.143695268579841,0.604769643350439
114,1,189.112545769000008,17.183000000000000,0.370658072197871,0.195998668776883
115,1,189.112545769000008,17.367000000000001,0.185835923120729,0.098267368970564
116,1,189.112545769000008,17.393000000000001,0.296526457753694,0.156798935019072
117,1,189.112545769000008,17.469999999999999,0.188389427542422,0.099617625460055
118,1,189.112545769000008,17.547999999999998,0.465180284338135,0.245980657944106
119,1,189.112545769000008,17.649999999999999,0.148263228880875,0.078399467511666
120,1,189.112545769000008,17.675999999999998,1.252483840301785,0.662295478709170
121,1,189.112545769000008,17.751999999999999,0.716605606290163,0.378930759656957
122,1,189.112545769000008,17.879000000000001,0.395368610356958,0.209065246701984
123,1,189.112545769000008,17.978999999999999,0.393645711163559,0.208154202336106
124,1,189.112545769000008,18.004000000000001,0.316931449869673,0.167588801991130
125,1,189.112545769000008,18.053000000000001,0.334823211842330,0.177049708934071
126,1,189.112545769000008,18.202000000000002,0.148263228886916,0.078399467514860
127,1,189.112545769000008,18.274999999999999,0.321236995895233,0.169865512934894
128,1,189.112545769000008,18.373000000000001,0.321605482100018,0.170060363151355
129,1,189.112545769000008,18.445000000000000,0.049421076289981,0.026133155835295
130,1,189.112545769000008,18.541000000000000,0.593052915505375,0.313597870037080
131,1,189.112545769000008,18.565000000000001,0.395368610335382,0.209065246690575
132,1,189.112545769000008,18.588999999999999,0.568342377377069,0.300531292128255
133,1,189.112545769000008,18.661000000000001,0.677337108169015,0.358166141444343
134,1,189.112545769000008,18.756000000000000,0.297193612877574,0.157151717073359
135,1,189.112545769000008,18.779000000000000,0.532080352341899,0.281356453733657
136,1,189.112545769000008,18.850000000000001,0.197684305184088,0.104532623353958
137,1,189.112545769000008,18.943999999999999,0.702503693956698,0.371473870810107
138,1,189.112545769000008,19.152000000000001,0.395368610345451,0.209065246695899
139,1,189.112545769000008,19.198000000000000,0.148263228878861,0.078399467510601
140,1,189.112545769000008,19.221000000000000,0.251703289329789,0.133097086872737
141,1,189.112545769000008,19.289999999999999,0.177815418936197,0.094026241470584
142,1,189.112545769000008,19.335000000000001,0.247105381468028,0.130665779186059
143,1,189.112545769000008,19.402999999999999,0.264152278553279,0.139679933702305
144,1,189.112545769000008,19.471000000000000,0.517315572399830,0.273549050009061
