"","station","station_name","elevation","lat","lon","date","time","qgag","qgag_flag","qgag_qual","qgag_units","qpcp","qpcp_flag","qpcp_qual","qpcp_units"
"1","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090101,"2:30",4.07," ",NA,"HT",0.2," "," ","HT"
"2","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090101,"2:45",4.09," ",NA,"HT",0.2," "," ","HT"
"3","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090101,"3:00",4.1," ",NA,"HT",0.1," "," ","HT"
"4","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090101,"3:45",4.11," ",NA,"HT",0.1," "," ","HT"
"5","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090101,"5:00",4.12," ",NA,"HT",0.1," "," ","HT"
"6","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090101,"5:15",4.17," ",NA,"HT",0.5," "," ","HT"
"7","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090101,"5:30",4.18," ",NA,"HT",0.1," "," ","HT"
"8","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090101,"5:45",4.19," ",NA,"HT",0.1," "," ","HT"
"9","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090101,"6:15",4.2," ",NA,"HT",0.1," "," ","HT"
"10","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090101,"8:15",4.21," ",NA,"HT",0.1," "," ","HT"
"11","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090101,"23:30",4.22," ",NA,"HT",0.2," "," ","HT"
"12","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090102,"0:15",4.23," ",NA,"HT",0.1," "," ","HT"
"13","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090102,"7:15",4.25," ",NA,"HT",0.2," "," ","HT"
"14","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090108,"18:15",4.01," ",NA,"HT",0.1," "," ","HT"
"15","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090111,"1:00",4.02," ",NA,"HT",0.1," "," ","HT"
"16","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090111,"1:15",4.03," ",NA,"HT",0.1," "," ","HT"
"17","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090111,"3:45",4.05," ",NA,"HT",0.2," "," ","HT"
"18","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090111,"4:00",4.07," ",NA,"HT",0.2," "," ","HT"
"19","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090111,"4:15",4.08," ",NA,"HT",0.1," "," ","HT"
"20","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090111,"5:30",4.09," ",NA,"HT",0.1," "," ","HT"
"21","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090116,"4:45",4.08," ",NA,"HT",0.1," "," ","HT"
"22","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090116,"5:45",4.09," ",NA,"HT",0.1," "," ","HT"
"23","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090116,"12:00",4.1," ",NA,"HT",0.1," "," ","HT"
"24","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090116,"14:15",4.11," ",NA,"HT",0.1," "," ","HT"
"25","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090202,"15:00",4.05," ",NA,"HT",0.1," "," ","HT"
"26","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090202,"23:15",4.06," ",NA,"HT",0.1," "," ","HT"
"27","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090203,"1:15",4.07," ",NA,"HT",0.1," "," ","HT"
"28","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090203,"2:15",4.08," ",NA,"HT",0.1," "," ","HT"
"29","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090203,"2:45",4.09," ",NA,"HT",0.1," "," ","HT"
"30","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090203,"4:00",4.1," ",NA,"HT",0.1," "," ","HT"
"31","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090203,"13:15",4.11," ",NA,"HT",0.1," "," ","HT"
"32","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090204,"6:30",4.12," ",NA,"HT",0.1," "," ","HT"
"33","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090210,"12:15",0.01," ",NA,"HT",0.1," "," ","HT"
"34","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090210,"15:30",0.02," ",NA,"HT",0.1," "," ","HT"
"35","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.29167,-157.75333,20090210,"16:00",0.03," ",NA,"HT",0.1," "," ","HT"
